section_code,section_title,subsection_title,clause_ref,subclause_ref,clause_text,clause_type
B,Preliminaries,General matters,B4,,"in pricing covered by the schedules given in accordance with Clause  hereof. i. Plant, tools and vehicles ii. Safety, health and welfare of work people. iii. Notice and fees to local authorities and public undertakings. iv. Setting out the works v. General foreman vi. National insurances and pensions for work people vii. Holidays for work people viii. Transport for work people ix. Safeguarding the works, materials and plant against damage and theft. x. Maintenance of public and private roads. xi. Police regulations",clause
B,Preliminaries,General matters,B6,,Obligations imposed  Any obligation or restriction that may be imposed on the contractor by the employer in respect of by Employer any matter not covered by any clause in the conditions of contract shall be given as an item stating the relevant particulars.,clause
B,Preliminaries,General matters,B7,,"Water for the works  Water for the works and temporary arrangements for storing and distributing shall be given as an item. Where water will be supplied free of cost to the contractor, particulars shall be given as to the available capacity, the source (e.g. public main; bore hole) and the location of the point of free supply.",clause
B,Preliminaries,General matters,B8,,"Lighting and power for  Lighting and power for the works and temporary arrangements for distribution and for lighting of works hoardings and the like shall be given as an item. Where electric current will be supplied free of cost to the contractor particulars shall be given as to the available capacity for voltage, type of supply (e.g., alternating; direct) and the location of the point of the free supply. 6",clause
B,Preliminaries,General matters,B9,,Contractor’s liability,clause
B,Preliminaries,General matters,B9,B9(a),The contractor’s liability for risk of injury to persons and property and of damage to,subclause
B,Preliminaries,General matters,B9,,the works shall be given as an item unless it is covered by the schedules given in,clause
B,Preliminaries,General matters,B4,,"accordance with Clause  hereof. (b) Where the employer requires the contractor to effect insurance in respect of the contractor’s liability for any such risk, the relevant particulars shall be given unless covered",clause
B,Preliminaries,General matters,B4,,"by the schedules given in accordance with Clause  hereof. (c) Where the employer intends to relieve the contractor of liability for any such risk, the relevant particulars shall be given unless covered by the schedules given in accordance",clause
B,Preliminaries,General matters,B4,,with Clause  hereof.,clause
B,Preliminaries,General matters,B10,,Employers Liability  Where the cost of insuring any liability of the employer is required to be included in the contract sum,clause
B,Preliminaries,General matters,A7,,such cost shall be given as a provisional or prime cost sum as Clause  hereof,clause
B,Preliminaries,Temporary works,,,Temporary works,subsection
B,Preliminaries,Temporary works,,,Temporary works,subsection
B,Preliminaries,Temporary works,A7,,generally with the items.,clause
B,Preliminaries,Temporary works,B12,,"Temporary roads  Temporary roads, tracks, hard-standings, crossings and the like shall be given as an item stating the relevant particulars.",clause
B,Preliminaries,Temporary works,B13,,Temporary buildings,clause
B,Preliminaries,Temporary works,B13,B13(a),"Temporary sheds, offices, messrooms, sanitary accommodation, and other temporary",subclause
B,Preliminaries,Temporary works,B13,,"buildings for the use of the contractor shall be given as an item. Lighting, furniture, equipment and attendance shall be deemed to be included with the item. (b) Temporary offices for the use of the architect, the engineers, the quantity surveyor, the clerk of works and any other person acting on behalf of the employer shall be given as an item stating the floor area required. Lighting, furniture, equipment and attendance shall be given in the description.",clause
B,Preliminaries,Temporary works,B14,,Temporary  Temporary telephone facilities on the site shall be given as an item. telephones,clause
B,Preliminaries,Temporary works,B15,,Temporary screens  Temporary screens and the like shall be given as an item stating the area and any requirements regarding construction. Doors and windows in screens shall be given in the description.,clause
B,Preliminaries,Temporary works,B16,,Temporary hoardings,clause
B,Preliminaries,Temporary works,B16,B16(a),"Temporary fencing, hoardings, fans, planked footways, guard-rails gantries and the like as",subclause
B,Preliminaries,Temporary works,B16,,"and gantries may be necessary for protecting the public, for the proper execution of the works and for meeting the requirements of any local or other authority shall be given as an item stating any conditions imposed by the employer regarding such matters as construction, access, decoration and advertisement. (b) Such temporary works specifically required by the employer shall be given as items stating all relevant particulars.",clause
B,Preliminaries,Temporary works,B17,,General scaffolding  General scaffolding for the works shall be given as an item,clause
B,Preliminaries,Temporary works,B18,,Dayworks,clause
B,Preliminaries,Temporary works,B18,B18(a),"The cost of labour in dayworks shall be given as sum; alternatively, a schedule of the",subclause
B,Preliminaries,Temporary works,B18,,"different categories of labour may be given containing a provisional quantity of hours for each category. (b) The cost of labour included in a sum or schedule shall include wages, bonuses and any allowances paid to operatives directly engaged on dayworks (including those operating mechanical plant and transport) in accordance with the appropriate employment agreement or where no such agreement exists, the actual payment made to the work people concerned. (c) The cost of materials in dayworks shall be given as sum: alternatively a schedule may be given containing a provisional quantity of different materials. (d) The cost of materials included in such a sum or schedule shall be the net invoiced price, including delivery to site. (e) The cost of constructional plant employed exclusively in the dayworks shall be given as a sum: alternatively, a schedule of the different categories of plant may be given containing a provisional quantity of hours: or such other period of time as may be appropriate for each category. (f) The cost of constructional plant included in such a sum or schedule shall include fuel, consumable stores, repairs, maintenance and insurance of plant. 7 (g) An item shall be given for the addition of establishment charges, overheads and profit to each of the sums of schedules of labour, materials or plant. (h) Establishment charges, overheads and profit shall include: i. Costs related to the employment of labour ii. Cost related to the costs of materials including handling and waste in storage iii. Contractors administrative arrangements iv. Constructional plant except plant employed exclusively on dayworks v. Contractors facilities vi. Temporary woks vii. Sundry items",clause
B,Preliminaries,Works by public bodies,,,Works by public bodies,subsection
B,Preliminaries,Works by public bodies,B19,,Works by Public  Works which may only be carried out by a local authority or a public undertaking (e.g. bodies taking up and relaying public roads and footpaths; forming permanent crossings) shall,clause
B,Preliminaries,Works by public bodies,A7,,each be given separately as provisional or prime cost sum as Clause  hereof.,clause
B,Preliminaries,Works by nominated sub-contractors,,,Works by nominated sub-contractors,subsection
B,Preliminaries,Works by nominated sub-contractors,B20,,Works by nominated,clause
B,Preliminaries,Works by nominated sub-contractors,B20,B20(a),Works which are required to be carried out by a nominated sub-contractor shall be,subclause
B,Preliminaries,Works by nominated sub-contractors,A7,,"contractors given as a provisional or prime cost sum as Clause  hereof. (b) Attendance on nominated sub-contractors shall be given as an item in each case and shall be deemed to include only allowing use of standing scaffolding, mess rooms, sanitary accommodation and welfare facilities, providing space for office accommodation and for storage of plant and materials; providing light and water for the work; clearing away rubbish. Special attendance shall be given as an item in each case giving particulars (e.g. unloading; storing; hoisting; placing in position; providing power; providing special scaffolding) (c) Builder’s work in connection with works by nominated sub-contractors shall be given in accordance with the appropriate rules in this document. It is desirable for such work to be grouped together under a heading in each appropriate section of the bill.",clause
B,Preliminaries,Goods and materials from nominated suppliers,,,Goods and materials from nominated suppliers,subsection
B,Preliminaries,Goods and materials from nominated suppliers,B21,,Goods from,clause
B,Preliminaries,Goods and materials from nominated suppliers,B21,B21(a),Goods and materials which are required to be obtained from a nominated supplier,subclause
B,Preliminaries,Goods and materials from nominated suppliers,A7,,"nominated supplies shall be given as a provisional or prime cost sum as Clause  hereof. (b) Fixing only goods and materials shall be given in accordance with the appropriate rules in this document. Unloading, storing, hoisting the goods and materials and returning packing materials to the nominated supplier carriage paid and obtaining credits therefore shall be deemed to be included with the items of fixing only. Where the costs of conveying goods and materials to the site, any special packing or the like are required to be paid by the contractor, particulars shall be given",clause
B,Preliminaries,Protecting and cleaning the works,,,Protecting and cleaning the works,subsection
B,Preliminaries,Protecting and cleaning the works,B22,,Protection of the  Protection of the works shall be given as an item covering all sections of the works,clause
B,Preliminaries,Works by public bodies,,,Works by public bodies,subsection
B,Preliminaries,Works by public bodies,B23,,Removing rubbish and  Removing rubbish and debris and cleaning the works internally and externally shall be given as an cleaning item.,clause
B,Preliminaries,Contingencies,,,Contingencies,subsection
B,Preliminaries,Contingencies,,,Contingencies,subsection
B,Preliminaries,Contingencies,B23,,8,clause
C,Demolitions And Alterations,,,,Demolitions And Alterations,section_header
C,Demolitions And Alterations,General to Section C,,,General to Section C,subsection
C,Demolitions And Alterations,General to Section C,C1,C1(a),The location of demolitions and alterations shall be given in the description of the items.,subclause
C,Demolitions And Alterations,General to Section C,C1,,"For all buildings, demolition works shall be measured in a form of bills of quantities based on the elements involved. (b) Shoring and scaffolding incidental to demolitions and alternations shall be given in the description of the items. Other shoring (e.g., to old buildings left standing) shall be given in",clause
C,Demolitions And Alterations,General to Section C,C10,,accordance with Clause  hereof. (c) Materials arising from demolition and alterations shall become the property of the contractor unless otherwise stated. Clearing away such old materials shall be deemed to be included with the items. Provision shall be made in the bill for credits. (d) Materials required to remain the property of the employer shall be so described. Setting aside and storing such old materials on site shall be given in the description of the items. (e) Materials permitted to be re-used in work measured as new shall be so described. No adjustment shall be made to the measured quantities of new work in which such old materials are re-used.,clause
C,Demolitions And Alterations,Demolitions,,,Demolitions,subsection
C,Demolitions And Alterations,Demolitions,,,Demolitions,subsection
C,Demolitions And Alterations,Demolitions,C10,,clearing the site of all structures may be given as an item. The lowest level of the demolition shall be stated (e.g. down to the top of surface concrete at the lowest floor level). (b) Leaving parts of old walls temporarily in position to act as but tresses shall be given in the description of demolition items.,clause
C,Demolitions And Alterations,Alterations,,,Alterations,subsection
C,Demolitions And Alterations,Alterations,,,Alterations,subsection
C,Demolitions And Alterations,Alterations,C10,,together and given under an appropriate heading.,clause
C,Demolitions And Alterations,Alterations,C4,,"Cutting  Cutting openings in old structures shall be given as items stating the openings nominal finished size of the opening, the type and thickness of the old structure and the treatment around the opening (e.g. inserting trimmers, lintels, arches, sills and the like; building up jambs). Extending finishing and making good all work disturbed shall be given in the description. New doors, windows and the like shall be measured in detail in accordance with the appropriate rules",clause
C,Demolitions And Alterations,Alterations,C5,,"Blockings up  Blocking up openings in old structures shall be given as items openings stating the size of the opening and the nature and thickness of the new work. Taking out thresholds lintels, arches, sills and the like, bonding or otherwise securing the new work to the old structure, extending finishing on the new work and making good all work disturbed shall be given in the description.",clause
C,Demolitions And Alterations,Alterations,C6,,"Pulling down other  Pulling down walls, partitions, floors, roofs, staircases and parts of old structures shall be given as parts items. Where practicable quantities and dimensions shall be given in the description.",clause
C,Demolitions And Alterations,Alterations,C7,,Taking down fittings  Taking down fittings and fixtures (e.g. doors; windows; sanitary appliances; counters; cupboards) and fixtures shall be given as fixtures items stating the size. Those required to be set aside for refixing shall be so described.,clause
C,Demolitions And Alterations,Alterations,C8,,"Refixing fittings an d  Repairing, adapting and refixing old fittings and fixtures shall be given as items stating the size. fixtures",clause
C,Demolitions And Alterations,Sundries,,,Sundries,subsection
C,Demolitions And Alterations,Sundries,C9,,"Temporary screens  Temporary screens and temporary roofs shall each be given separately in square metres or and temporary roofs enumerated as may be appropriate. Weatherproof and dustproof screens shall be so described. Temporary arrangements for dealing with rainwater, temporary doors, temporary windows and the like in screens shall be given in the description. Clearing away temporary work shall be deemed to be included with the items.",clause
C,Demolitions And Alterations,Sundries,C10,,"Shoring  Timber shoring (other than that incidental to demolitions and alterations) shall be given in linear metres, stating the nominal size, the position and type of shoring and the nature of the structure to be shored. Erecting, maintaining, clearing away, making good all work disturbed, obtaining licenses, paying fees and providing all necessary nails, wedges and bolts shall be deemed to be included with the items 9",clause
D,Excavation And Earthwork,,,,Excavation And Earthwork,section_header
D,Excavation And Earthwork,,,,The Unit of Billing shall be the Metre,note
D,Excavation And Earthwork,Generally to Section D,,,Generally to Section D,subsection
D,Excavation And Earthwork,Generally to Section D,D1,D1(a),Any information available concerning the nature of the ground and strata shall be given.,subclause
D,Excavation And Earthwork,Generally to Section D,D1,,Attention shall be drawn to any open trial holes on site (b) Work in existing buildings shall be done as described. Handling materials and getting them in or out of such buildings shall be deemed to be included with the items,clause
D,Excavation And Earthwork,Site preparation,,,Site preparation,subsection
D,Excavation And Earthwork,Site preparation,,,Site preparation,subsection
D,Excavation And Earthwork,Site preparation,D1,,"(b) The removal of termites nests shall be given as an item and the method of destruction of the termites shall be stated. Alternatively, this item may be given in the description of",clause
D,Excavation And Earthwork,Excavations and Earthwork,,,Excavations and Earthwork,subsection
D,Excavation And Earthwork,Excavations and Earthwork,D3,,Preserving vegetable  Excavating vegetable soil which is to be preserved shall be given in square metres soil stating the average depth. Soil deposited on site in permanent spoil heaps or spread on site shall be so described stating the location of such deposits or the average distances from the excavation in linear metres or kilometres.,clause
D,Excavation And Earthwork,Excavations and Earthwork,D4,,Removing trees and,clause
D,Excavation And Earthwork,Excavations and Earthwork,D4,D4(a),Cutting down trees and grubbing up their roots shall be enumerated. Tree exceeding 600,subclause
D,Excavation And Earthwork,Excavations and Earthwork,D4,,"hedges millimetres girth (measured at a height of 1 metre above ground) shall be grouped together and described as small trees, those over 600 millimetres girth shall be classified and given in further stages of 300 millimetres, giving the type of tree and approximate height. (b) Cutting down hedges and grubbing up their roots shall be given in linear metres stating the nature, type and height (of each hedge or its location (c) Clearing site of bushes, scrub, undergrowth the like and grubbing up their roots shall be given in square metres or hectares. Alternatively, this may be given as an item stating the approximate area. Cutting down trees not exceeding 600 millimetres girth within such areas and grubbing up their roots may be given in the description, but cutting down larger trees shall be dealt with in accordance with paragraph (a) of this clause. (d) Grubbing uproots or stamps shall be enumerated starring girth or stump at top (e) Where trees have already been cut leaving tree stumps which are to be removed from site, grubbing up the tree stumps shall be enumerated stating the girth of the stump at the highest point of the stump.",clause
D,Excavation And Earthwork,Excavation,,,Excavation,subsection
D,Excavation And Earthwork,Excavation,,,Excavation,subsection
D,Excavation And Earthwork,Excavation,D4,,bulk before excavating and no allowance shall be made for any sub sequent variations in bulk. No allowance shall be made for any extra space required to accommodate planking and strutting. (b) Getting out excavated materials by any means necessary shall be deemed to be included with the items of excavation. Subsequent disposal of excavated material shall be given in,clause
D,Excavation And Earthwork,Excavation,D15,,"accordance with Clause  hereof (except as otherwise provided in Clause D11) (c) Excavating in compacted gravel, decomposed rock and hard murram - where these are defined as all materials such as consolidated murram or gravel, decomposed or stratified rock, stones and boulders less than 0.5m3, harder than normal or soft material but which can be excavated by ripping or which is in confined spaces and requires excavation by hand using compressor tools - shall be given in cubic metres as extra over all kinds of",clause
D,Excavation And Earthwork,Excavations and Earthwork,,,Excavations and Earthwork,subsection
D,Excavation And Earthwork,Excavations and Earthwork,D15,,"(d) Excavating in running silt or running sand (grouped together) shall be given in cubic metres as extra over all kinds of excavation irrespective of depth. (e) Excavating in rock shall be given in cubic metres as extra over all kinds of excavation irrespective of depth. Rock is defined as any material met with in excavation which is of such size or position that it can only be removed by means of wedges, compressed air 10 plant, other special plant, or explosives. (f) Where the depths of excavation are required to be stated in accordance with this rule, they shall be grouped and given in successive stages of 1.50 metres (e.g., not exceeding 1.50 metres deep; over 1.50 metres but not exceeding 3 .00 metres deep). (g) All excavations shall be measured net and no allowance shall be made for working space, unless otherwise stated. The quantity of excavation shall be given by the horizontal area of the bottom of the relevant structure(s) multiplied by the average depth from the surface.",clause
D,Excavation And Earthwork,Excavations and Earthwork,D6,,Surface excavation  Excavating surfaces over 300 millimetres deep to reduce levels shall be given in cubic metres. Such work not exceeding 300 millimetres deep shall be given in square metres stating the average depth.,clause
D,Excavation And Earthwork,Excavations and Earthwork,D7,,Cuttings  Excavating cuttings shall be given in cubic metres.,clause
D,Excavation And Earthwork,Excavations and Earthwork,D8,,Basements  Excavating basements and the like shall be given in cubic metres stating the starting level and the,clause
D,Excavation And Earthwork,Excavations and Earthwork,D5,,depth as Clause,clause
D,Excavation And Earthwork,Excavations and Earthwork,D5,D5(f),hereof. Existing voids shall be deducted.,subclause
D,Excavation And Earthwork,Excavations and Earthwork,D9,,Foundation trenches  Excavating trenches to receive foundations shall be given in cubic metres stating the starting level,clause
D,Excavation And Earthwork,Excavations and Earthwork,D5,,and the depth as Clause,clause
D,Excavation And Earthwork,Excavations and Earthwork,D5,D5(f),hereof. Preliminary trenches for basement retaining walls which are,subclause
D,Excavation And Earthwork,Excavations and Earthwork,D5,,constructed before the basements are excavated shall be so described. No distinction shall be made,clause
D,Excavation And Earthwork,Excavations and Earthwork,D11,,between surface trenches and basement trenches. For pipe trenches and the like see Clause hereof.,clause
